Experiment -> STGR
Endowment  ->   0.00
Chance to play computer ->   0.00%
(Left = 0 ; Right = 1)
Round    Subj   Part    Subj Choice  Part Choice    Pay off   Tot Earn
  37      8     11          1            1             0.04       2.36
  37      9     10          1            0             0.12       2.06
  37     10      9          0            1             0.00       1.76
  37     11      8          1            1             0.04       2.28
  37     12      4          1            1             0.04       1.95
  37     13     14          1            1             0.04       1.63
  37     14     13          1            1             0.04       2.04
  38      1     11          0            1             0.00       1.89
  38      2      7          0            1             0.00       1.74
  38      3      8          1            1             0.04       1.62
  38      4     14          1            1             0.04       2.04
  38      5      9          0            1             0.00       0.68
  38      6     13          1            1             0.04       1.83
  38      7      2          1            0             0.12       1.56
  38      8      3          1            1             0.04       2.40
  38      9      5          1            0             0.12       2.18
  38     10     12          1            1             0.04       1.80
  38     11      1          1            0             0.12       2.40
  38     12     10          1            1             0.04       1.99
  38     13      6          1            1             0.04       1.67
  38     14      4          1            1             0.04       2.08
  39      1      2          1            1             0.04       1.93
  39      2      1          1            1             0.04       1.78
  39      3      8          1            1             0.04       1.66
  39      4     11          1            1             0.04       2.08
  39      5     14          0            1             0.00       0.68
  39      6      7          1            1             0.04       1.87
  39      7      6          1            1             0.04       1.60
  39      8      3          1            1             0.04       2.44
  39      9     13          1            1             0.04       2.22
  39     10     12          0            1             0.00       1.80
  39     11      4          1            1             0.04       2.44
  39     12     10          1            0             0.12       2.11
  39     13      9          1            1             0.04       1.71
  39     14      5          1            0             0.12       2.20
  40      1      3          1            1             0.04       1.97
  40      2     10          1            1             0.04       1.82
  40      3      1          1            1             0.04       1.70
  40      4     14          1            1             0.04       2.12
  40      5     13          0            1             0.00       0.68
  40      6      7          1            1             0.04       1.91
  40      7      6          1            1             0.04       1.64
  40      8      9          1            1             0.04       2.48
  40      9      8          1            1             0.04       2.26
  40     10      2          1            1             0.04       1.84
  40     11     12          1            1             0.04       2.48
  40     12     11          1            1             0.04       2.15
  40     13      5          1            0             0.12       1.83
  40     14      4          1            1             0.04       2.24
  41      1      3          1            0             0.12       2.09
  41      2     11          1            0             0.12       1.94
  41      3      1          0            1             0.00       1.70
  41      4      8          1            1             0.04       2.16
  41      5     14          0            1             0.00       0.68
  41      6     10          1            0             0.12       2.03
  41      7     12          0            1             0.00       1.64
  41      8      4          1            1             0.04       2.52
  41      9     13          1            0             0.12       2.38
  41     10      6          0            1             0.00       1.84
  41     11      2          0            1             0.00       2.48
  41     12      7          1            0             0.12       2.27
  41     13      9          0            1             0.00       1.83
  41     14      5          1            0             0.12       2.36
  42      1      6          1            1             0.04       2.13
  42      2     10          1            1             0.04       1.98
  42      3      9          1            1             0.04       1.74
  42      4      7          1            0             0.12       2.28
  42      5     12          0            1             0.00       0.68
  42      6      1          1            1             0.04       2.07
  42      7      4          0            1             0.00       1.64
  42      8     13          1            1             0.04       2.56
  42      9      3          1            1             0.04       2.42
  42     10      2          1            1             0.04       1.88
  42     11     14          1            1             0.04       2.52
  42     12      5          1            0             0.12       2.39
  42     13      8          1            1             0.04       1.87
  42     14     11          1            1             0.04       2.40
  43      1      3          1            1             0.04       2.17
  43      2     10          1            1             0.04       2.02
  43      3      1          1            1             0.04       1.78
  43      4      5          1            0             0.12       2.40
  43      5      4          0            1             0.00       0.68
  43      6     14          1            1             0.04       2.11
  43      7     12          0            1             0.00       1.64
  43      8     13          1            1             0.04       2.60
  43      9     11          1            1             0.04       2.46
  43     10      2          1            1             0.04       1.92
  43     11      9          1            1             0.04       2.56
  43     12      7          1            0             0.12       2.51
  43     13      8          1            1             0.04       1.91
  43     14      6          1            1             0.04       2.44
  44      1      9          1            1             0.04       2.21
  44      2     12          1            1             0.04       2.06
  44      3      6          1            1             0.04       1.82
  44      4      5          1            0             0.12       2.52
  44      5      4          0            1             0.00       0.68
  44      6      3          1            1             0.04       2.15
  44      7     10          0            1             0.00       1.64
  44      8     13          1            1             0.04       2.64
  44      9      1          1            1             0.04       2.50
  44     10      7          1            0             0.12       2.04
  44     11     14          1            1             0.04       2.60
  44     12      2          1            1             0.04       2.55
  44     13      8          1            1             0.04       1.95
  44     14     11          1            1             0.04       2.48
  45      1      6          1            1             0.04       2.25
  45      2      8          1            1             0.04       2.10
  45      3     10          1            1             0.04       1.86
  45      4     11          1            1             0.04       2.56
  45      5     13          0            1             0.00       0.68
  45      6      1          1            1             0.04       2.19
  45      7     14          0            1             0.00       1.64
  45      8      2          1            1             0.04       2.68
